userId,LIKE_0,DISLIKE_0,LIKE_1,DISLIKE_1,LIKE_2,DISLIKE_2,LIKE_3,DISLIKE_3,LIKE_4,DISLIKE_4,LIKE_5,DISLIKE_5,LIKE_6,DISLIKE_6,LIKE_7,DISLIKE_7,LIKE_8,DISLIKE_8,LIKE_9,DISLIKE_9,LIKE_10,DISLIKE_10,LIKE_11,DISLIKE_11,LIKE_12,DISLIKE_12,LIKE_13,DISLIKE_13,LIKE_14,DISLIKE_14,LIKE_15,DISLIKE_15,LIKE_16,DISLIKE_16,LIKE_17,DISLIKE_17,LIKE_18,DISLIKE_18,LIKE_19,DISLIKE_19
770,2177,1949,349,325,936,615,3482,3482,2302,936,2410,349,325,118,118,1853,2111,2885,1010,2302,2618,1010,1853,3173,615,2111,1006,2371,2175,2618,274,2177,1920,503,2885,2410,2715,2175,748,777
771,1949,1949,2371,1853,2885,67,2410,349,748,1010,325,2175,1010,118,615,615,2618,3173,3296,894,1374,2618,1146,503,2302,633,3482,2344,2175,420,894,3482,1853,610,1324,3046,1006,2257,349,2885
772,1949,1949,3482,615,349,3482,118,3173,2177,1853,936,1010,2618,3117,2302,3180,615,894,748,936,325,118,3173,349,2885,181,503,2717,2371,2654,421,627,894,2175,2410,777,289,274,1010,420
773,1949,3173,2885,2654,1754,1949,2302,3330,2717,2537,748,2261,2175,1255,1853,67,118,1745,3156,353,325,768,3046,1631,1010,3576,349,478,682,3299,2695,1010,3448,2344,3482,1689,615,843,936,3460
774,2371,1010,1010,2371,1853,1853,3091,1118,1377,2261,2398,1377,1118,3173,1350,1592,214,1697,1374,2800,1697,3091,1592,1616,274,563,543,1684,3152,69,682,1582,2885,682,582,566,2837,2056,1684,2672
775,2177,2177,1853,3482,1010,936,274,615,2410,274,2111,1853,349,325,3482,2111,2885,2885,936,2302,118,2410,2302,1010,2715,118,848,2717,3514,848,615,971,682,3044,1920,1920,3546,503,796,3120
776,3206,325,2177,349,2618,1853,3391,2371,1949,1949,936,1010,777,2111,349,3482,2410,796,274,1560,3514,118,289,615,325,2344,1858,2175,2302,2618,2885,2177,3201,2816,2836,1925,14,3546,3300,1357
777,2177,995,349,2578,3482,2393,615,3117,118,371,936,641,325,1337,2717,2002,1853,469,1010,1720,2715,796,2111,2371,2618,301,289,1845,2885,2449,2302,1853,2410,1229,3546,2544,2344,543,1920,2717
778,894,1949,748,615,421,503,3482,748,1949,894,503,2371,2885,3180,1754,2618,2398,936,2410,3482,1447,2088,615,1447,349,1616,2717,325,2432,2885,3182,2302,213,578,1768,349,325,3275,1204,2410
779,1949,1949,615,1010,349,748,894,1853,503,503,2410,309,748,54,325,2654,2885,2371,2302,2648,3482,1006,2371,596,118,1563,1010,1374,1853,2222,2717,215,936,693,1754,877,213,1560,1920,1377
780,2177,3206,2885,1543,2111,274,2410,2885,3173,2241,3482,3435,3044,3182,3206,3120,2302,2371,971,3173,274,2823,1920,3236,503,2177,201,2432,1543,2410,894,2398,2241,2111,2715,3117,2175,1920,2432,936
781,1949,1853,349,2398,682,2672,2344,1010,2717,3173,2175,1039,610,3448,301,3046,1920,2961,1969,3044,3482,985,1010,1549,2618,3091,289,1411,1697,848,67,1949,3046,2257,3330,3487,1768,1697,2177,682
782,2177,3482,2175,2642,1716,1853,421,698,894,201,3117,3117,274,2302,971,1198,1528,3391,2885,2257,3492,936,2240,3120,682,796,3321,2717,2371,3448,2685,1708,2344,238,1858,3162,1920,239,1665,2885
783,615,615,2177,2717,2302,894,936,503,894,2177,2885,2302,3482,2175,3391,3066,274,3482,1920,274,503,349,325,848,748,2111,3182,936,2410,2410,3156,971,349,3448,2715,2445,1853,421,2111,481
784,2885,3435,274,2302,349,2177,2302,274,3482,1858,1920,1543,3391,2685,325,894,2410,1768,936,1853,2175,862,2177,2426,3514,2265,3120,1422,3183,2058,3044,2410,848,1010,2257,3120,1120,1006,2111,2648
785,2618,349,2177,2302,289,1949,1949,3391,2302,2410,349,2177,2257,936,118,3482,3391,2618,3482,289,936,2175,2885,1010,1010,2257,181,1920,1853,3173,748,848,2410,2371,274,118,325,239,2111,181
786,1949,1853,349,1949,2371,1010,3482,2885,2618,325,2175,2302,2302,2618,610,1039,1853,2717,3330,3391,2885,2111,289,615,3391,3482,1377,2344,325,349,118,2715,2410,1592,274,638,936,1439,2111,3120
787,1949,3173,2177,1949,503,2175,3482,1010,2885,1853,2302,2885,3391,274,2618,181,349,2371,936,3482,118,118,3173,2302,2257,796,615,349,2175,2177,2642,3391,289,325,3275,2410,748,421,1447,2241
788,349,1010,615,615,3482,1853,2177,1374,894,3482,936,3117,2717,2344,1949,682,325,610,2410,2717,1920,503,2885,633,2618,812,3173,2696,748,2273,2302,408,1010,100,2695,3432,118,2153,503,349
789,615,615,2177,936,2885,1010,936,2717,2410,1949,2111,3482,2302,1447,503,2302,118,2109,3482,3117,325,2695,1949,325,349,3180,1350,274,578,3296,3448,3173,2371,2175,274,2257,3173,1560,3391,2111
790,2177,503,503,3183,2885,615,3482,1853,936,894,682,1350,2410,3275,615,2241,2302,1826,894,2177,2111,2111,349,2410,213,325,1920,213,2432,1321,274,2867,3120,421,2715,3482,3173,1549,777,2885
792,2177,2175,3482,371,615,2302,936,2257,2111,3330,349,1853,2715,349,14,1920,274,2715,1853,1006,1350,936,325,3514,503,503,3117,2585,2302,3391,2410,2885,118,1582,682,2314,2717,971,1010,682
793,3482,1949,936,615,118,3482,615,3117,1949,1010,349,936,3117,1853,3173,2654,627,3180,2177,320,1920,992,2578,3173,3180,627,1853,2717,2344,503,181,610,1010,596,325,181,503,1560,848,2111
794,2177,503,3173,3173,1920,1949,2885,181,274,2175,503,274,936,2836,213,2432,3482,2177,2302,3546,2111,1447,1768,3482,2410,213,2432,777,894,421,118,578,615,615,3461,2885,2642,420,1616,936
795,615,1949,3482,1853,936,1010,2717,3482,2177,325,1010,615,1853,349,349,2344,118,610,3117,118,325,936,503,3180,1006,2717,1949,1560,274,3117,2111,3173,320,2175,2302,1439,2344,2111,682,2618
796,1949,1949,615,503,748,1853,325,421,349,1268,3482,1010,503,1644,894,226,1010,3294,2885,213,848,3093,67,2258,2717,1439,2390,2695,682,2718,3117,2175,610,3498,118,1725,2371,1883,2314,1401
797,274,1853,2175,615,2371,2371,615,2175,2177,1010,936,2717,2410,2344,2885,325,2111,274,3120,848,2302,2398,1853,2885,3482,2410,2344,3514,3448,118,325,936,1010,3482,2398,3330,2717,2630,3391,2111
798,1853,615,615,936,2177,2717,274,2175,1010,2111,3482,3482,2410,325,2885,349,2111,320,2302,67,3391,3120,2371,1853,936,848,2398,2371,2717,2398,682,2302,503,474,325,2344,2715,3448,118,118
799,1853,1853,1010,274,2371,1010,325,2885,936,2410,67,971,2177,2302,1374,2177,2816,325,682,2371,796,3391,1035,2111,2410,936,971,118,274,2175,2398,3514,3046,3482,2111,1592,349,848,2175,796
800,3482,615,3066,3482,615,1853,2445,3117,2398,936,274,2398,3117,2717,1853,2715,67,2393,2885,3308,2111,3275,814,2111,3308,2432,118,1010,1549,2654,1047,1350,2715,2494,2344,118,698,2241,2410,3366
801,2885,274,274,2885,2177,2302,3173,3173,2410,615,2111,936,1920,2175,3044,2177,503,3044,2302,3391,3482,3482,118,2111,2175,1920,848,503,2642,3120,3514,3514,3391,848,2715,2717,2241,2410,2432,118
802,2398,1853,1853,1010,1010,2371,1592,371,1549,3091,3482,2672,2885,1798,2672,3541,2371,848,3495,1350,274,2302,2445,2177,3066,3391,3391,2111,2302,2426,2175,2410,1118,970,3061,79,3498,3183,2590,2695
803,2257,3173,1949,1010,3173,1949,118,1853,1010,2371,239,2257,2177,2175,349,118,1920,936,274,2383,796,325,1853,349,2302,274,2618,615,2885,2885,2371,421,289,2111,325,3482,421,2800,2175,503
804,3482,2672,2717,349,1010,2885,1853,1920,610,2177,2344,2715,118,3555,2177,893,936,3137,2816,821,349,748,615,682,2410,3482,3117,2717,2302,615,641,2344,2715,1648,320,2833,2630,1440,325,1543
805,1949,181,3482,1949,349,3482,1853,3173,118,2257,610,615,2257,3117,615,3180,1010,777,3180,1010,2618,2654,181,1853,633,118,3173,349,2175,518,3117,962,2717,992,936,936,325,753,641,2578
806,1920,2885,1949,3173,349,1949,3068,2302,2410,1006,936,848,796,3391,848,615,239,2648,2884,349,3287,2177,2302,2410,2885,2695,2177,274,908,118,2715,1592,3391,3044,2618,2111,289,325,118,1828
807,1949,325,2885,615,2410,1010,325,1949,3391,894,2302,2088,3482,748,615,3482,2618,349,1010,1853,349,3156,2177,3173,936,1006,1853,2371,748,777,894,503,2175,2715,2717,2177,3120,2432,118,2410
808,349,349,3482,1949,2177,325,2410,2618,777,1010,1010,936,936,3482,1949,289,1006,1853,325,118,118,682,1853,2885,3514,3546,615,2111,2618,1925,1925,2177,2302,2344,274,2371,748,796,3120,274
809,349,1949,1949,615,67,2302,748,1447,2695,596,3448,2111,3482,562,615,2371,2885,1716,2175,2058,3173,2695,2648,3120,1853,1377,3046,420,1035,1920,1010,213,2177,1350,2344,2410,289,3321,610,1321
810,2618,1949,349,2257,1949,349,2302,118,2257,181,2177,3180,289,3482,118,2618,3391,2302,936,848,3482,3173,2175,2705,274,289,181,936,3180,3391,1010,2177,2885,615,1920,1920,3330,2885,2111,1463
812,936,1949,2177,615,118,1853,615,3117,349,2578,325,325,2717,3180,2302,1677,682,2002,3482,2393,503,469,933,2778,894,3173,2410,1560,3448,1895,320,658,2111,1419,1920,796,2344,481,971,748
813,118,1853,349,1010,2410,3173,325,349,1010,3482,2885,615,1853,325,3391,3180,1949,2648,3482,181,3173,610,2302,1925,2177,1374,2618,3546,181,936,800,1582,289,2810,936,1949,2520,3330,2175,971
814,615,2833,2885,3173,3366,2056,503,2669,2177,2258,894,1883,3482,130,274,1195,421,578,2175,2048,213,2424,2302,3541,420,1833,1010,2961,2717,1226,3448,473,2695,1155,2371,3183,2445,3066,3066,1726
815,1853,615,1010,1853,615,1010,3482,3482,2885,936,274,3117,936,274,2371,3173,894,503,2398,325,2302,2410,118,3448,325,2654,1949,682,2410,421,2175,1560,2177,2177,3173,349,349,2717,682,1374
816,1853,1949,1010,1560,3482,3117,3391,239,936,1010,325,826,848,936,2413,2383,2618,627,2648,2257,118,1573,610,2618,1678,1411,316,3296,1943,1268,3314,1112,2104,2177,274,181,2825,933,1360,325
817,1949,1949,2302,748,503,1010,2410,615,936,1853,3482,325,615,349,2885,894,2618,3296,2717,1374,748,213,2175,3482,213,2371,2177,2885,349,2410,2058,777,682,503,1006,2175,3156,2302,3391,420
818,1949,1949,1010,3482,1853,2717,2654,3117,2344,615,1817,992,3366,1010,610,349,1350,489,3120,2695,1651,610,3296,3296,3091,2885,67,1560,478,325,720,1444,588,320,325,933,2222,3180,2776,627
819,2885,2885,2177,274,503,615,371,3482,2302,3156,3482,2398,2410,3044,936,2302,2175,2111,274,2177,1768,1853,615,371,3391,971,421,3117,894,2715,2111,2241,2241,894,3514,2432,3156,201,1121,3391
820,615,1949,420,627,213,3117,2410,936,421,615,748,2175,1949,748,894,2695,503,2578,2177,2778,2302,503,1768,2717,1920,1924,1447,3053,1350,933,1582,1716,596,894,3275,2410,1853,1754,2432,3448
821,1949,1949,3482,1853,349,1010,1010,349,615,615,118,118,1853,325,936,1374,2177,3173,2618,3180,2302,3482,503,1560,748,610,3173,1895,325,1146,848,2371,2885,2344,777,848,2717,320,2695,1439
822,503,2177,3482,3391,936,2885,371,2302,2410,503,274,274,3173,3044,3435,1920,1920,936,2177,3173,2432,2410,894,3514,2885,3482,2175,894,1006,420,118,3120,682,2111,615,615,2823,682,1708,213
823,1949,1949,748,615,420,2371,213,503,1447,2885,2175,1010,2885,894,2618,3296,1592,748,1768,1616,1350,325,2410,1006,615,3482,1616,3173,1798,349,3391,2175,274,1853,2302,2717,2398,420,894,2410
824,2177,2177,2302,349,2885,615,3482,3546,503,936,349,2885,936,2302,3391,3391,1768,118,3120,3482,2618,2715,1920,2410,615,3187,2432,2111,325,3156,2410,2642,1350,1006,2111,2717,3173,578,213,274
825,2177,615,2410,2302,2302,894,2885,3482,274,2885,936,503,3120,2578,3391,2717,349,1350,2175,3492,1006,2410,2715,274,503,3066,615,3117,1920,420,325,2177,1768,2618,682,3044,2642,2695,2717,2445
826,274,325,2410,1853,2177,2111,2371,3482,118,1010,325,2371,2111,2302,936,118,2715,349,1969,2885,1592,2410,2302,2177,2241,936,1858,848,1920,274,848,2715,3482,615,1120,2717,796,2344,2672,610
827,615,3173,503,2111,3482,3400,1917,1949,421,1926,3066,2175,2445,2371,2177,848,2111,1697,2642,2715,274,3366,894,503,2175,1665,3275,936,682,894,3498,118,3448,1798,2885,3066,936,2445,3391,615
828,1949,1949,349,2257,2618,3482,3482,181,2302,3173,2257,349,181,2618,3391,118,3180,1010,615,2302,289,1853,118,2175,3173,3180,2885,2177,2371,3330,325,610,936,289,2175,3391,2111,325,2717,936
829,2302,1853,3391,615,2177,1010,2410,936,615,325,2371,274,274,2177,936,682,213,3482,2885,2302,2642,2111,118,2410,682,1350,2398,2175,971,2717,1768,2371,1920,3120,2175,1006,3173,118,503,14
830,1949,1949,1010,3482,615,349,1853,615,349,1853,748,118,3482,1010,325,3117,936,3173,1006,936,826,627,2177,3180,3173,698,2302,2344,2618,992,503,320,894,1920,3180,2885,2717,2302,2344,2618
831,349,349,2618,1949,2885,3482,2177,2175,3482,3330,3206,610,325,1853,3120,547,936,2810,1949,3144,289,394,2257,2078,1768,1444,2175,2672,1357,3046,2410,2114,1057,1708,894,633,118,2841,421,641
832,2885,2885,2302,2177,2177,118,3391,2302,3173,274,1920,3173,118,3391,274,2175,2618,2410,2257,2111,2410,325,1949,894,936,1853,289,349,1616,2371,239,3482,2175,1920,349,936,3044,420,3330,1010
833,1853,2410,1010,615,3482,1853,2177,1010,682,3482,615,274,971,2302,1035,682,2410,2717,118,2177,325,503,274,325,936,2111,1006,2241,67,2371,862,936,2816,2175,2398,118,2111,3173,3546,3391
834,1949,1949,2177,615,936,1853,748,3482,213,1010,2410,3296,349,748,503,2302,3482,2717,1006,2175,2885,420,1853,325,615,349,1920,894,894,67,3391,2344,1035,503,2695,2111,118,2314,3275,2222
835,349,1949,2432,1853,1920,325,118,1010,3173,615,3391,349,936,1006,3482,2715,2257,777,213,936,2563,971,1573,3173,2177,2410,421,682,3182,3482,239,2717,2618,274,1925,2344,3514,118,854,503
836,1949,1949,349,2371,3482,3482,118,1010,1853,1853,2371,610,325,2175,1010,118,181,3180,610,181,2302,3173,2618,848,2257,2717,3173,349,2885,615,936,325,2111,936,2177,2344,2344,3330,289,2302
837,936,325,325,936,1010,3482,3482,615,1853,2302,349,2177,2111,118,2717,1853,2410,349,682,1006,615,274,1949,1949,118,3173,2177,3391,2344,1010,2885,2175,1006,2410,777,2618,274,748,894,971
838,1949,1949,615,3173,2717,1288,2175,1010,3330,2088,1845,748,349,615,3391,894,2648,1560,274,3508,936,2371,848,844,67,1377,1560,3296,2885,3083,1341,3429,2398,406,894,1006,2109,596,3482,562
839,325,1949,615,325,3482,936,118,3482,936,349,2717,2618,2177,2111,971,2344,748,118,2302,848,1853,3206,320,2410,3120,3514,3391,1616,2111,1650,349,2910,2344,593,682,2175,213,2552,2175,610
840,2410,1949,1949,1010,2885,1853,2177,615,2302,894,349,325,936,349,325,503,1920,748,615,3482,3482,421,2432,2717,3173,213,2715,118,118,3173,777,2175,503,2302,1754,1447,1010,936,213,2371
841,2371,1949,325,1350,1949,2371,1010,796,1377,800,1853,118,1592,3296,3173,2648,2302,615,2885,183,2410,1401,118,3495,1324,1229,1039,2410,2618,1324,3391,1463,3296,1592,3495,325,682,2302,1035,349
842,1949,1949,2302,1010,2885,615,3482,503,3391,1853,2410,748,2618,349,2371,213,1010,3296,325,894,1853,610,936,1447,615,1006,349,421,748,2175,3296,2371,2111,325,2717,3180,2058,137,118,2654
843,936,3173,615,518,1010,682,3482,1010,1949,2257,503,1853,518,421,3173,1120,894,796,1853,2672,2816,2410,1401,145,2648,2371,2885,2057,325,3068,1573,2885,1560,2855,1543,1019,420,826,3461,1401
844,1949,1949,2618,3173,349,325,2177,2302,2257,3482,2302,2371,118,118,2885,848,289,1010,3173,1853,3391,3180,3482,2885,1920,2705,936,2111,1853,349,1010,641,181,615,2175,2618,325,3391,2410,2426
845,1949,1853,349,1010,3482,2302,2618,349,325,615,289,2410,2177,118,1853,3482,2371,325,1010,2371,2302,936,610,3391,936,2177,3546,1949,615,2111,274,2885,826,848,118,2618,2717,2398,2344,578
846,2177,1949,349,3173,2257,421,1920,2175,2618,118,118,615,1949,2257,2302,181,936,936,3482,2885,289,3482,3391,1010,3173,1853,2885,325,2175,894,2111,2371,2410,420,274,3180,3330,274,748,349
847,2257,1949,239,3173,118,2257,1920,2175,2302,1010,2177,2302,2885,1853,274,3482,2175,2885,289,118,349,274,3044,615,1949,2371,3173,349,2692,421,3482,3391,3391,2111,2618,936,3514,503,2241,325
848,2257,615,349,1853,1949,3482,2618,1010,2177,274,289,2371,3482,2175,2302,2717,421,2398,615,2257,748,118,2175,894,1010,2302,118,349,2371,936,274,2177,1853,421,3391,503,2717,2344,936,2111
849,3482,181,1949,2257,936,349,1010,3482,349,2654,320,1949,2618,118,3117,2717,3180,610,3173,2344,615,3180,274,2618,325,3173,1853,1010,992,615,894,3117,181,2111,2095,2241,518,848,2371,992
850,2257,633,1853,610,1010,1010,349,325,2618,1853,2177,641,289,3487,325,3046,2302,995,420,2114,2371,118,1949,67,274,349,641,2344,1626,3451,3180,543,2410,2302,2695,2816,3482,1095,936,3448
851,1949,1949,3173,2371,2371,1010,2885,3173,3296,2654,1616,615,1010,3296,2175,1374,1853,748,3330,1401,67,1853,213,320,421,503,2302,213,349,578,936,936,1592,1592,118,2302,796,3482,325,2241
852,2177,349,1006,1920,349,2177,936,2410,2175,2885,2885,2302,213,3173,503,936,2302,2695,3330,2618,2642,421,3482,748,371,503,1768,1093,1920,3275,3391,2715,2410,1350,2836,3156,2618,1362,615,1762
853,1949,1949,213,615,503,1853,1920,894,615,503,748,3482,2410,2717,421,349,3275,748,894,2175,2177,3173,777,3117,325,936,2695,848,3391,1560,3031,2314,1447,2241,596,1447,1321,325,1035,2695
854,1949,1949,3482,1010,615,615,349,1853,894,503,1447,748,2302,2371,2717,349,748,3173,3117,325,936,2344,2618,3482,2695,3391,118,1754,503,213,420,2175,2885,894,627,1374,325,2885,3156,2302
855,2257,2257,289,2302,2618,2618,2177,1853,118,1949,239,420,1949,2539,2302,3482,349,437,3391,796,1920,1035,3173,1112,2885,1374,421,1024,2175,325,181,2063,3330,3443,2692,2696,3498,777,1853,1350
856,2177,1374,1853,1853,682,325,1010,151,615,3065,3482,615,2302,1153,936,1010,2717,2267,971,1515,2410,1560,274,1805,3448,3079,118,3270,2885,693,325,1678,2816,220,2371,963,67,3021,3117,175
857,936,3482,2177,325,615,1949,349,615,3482,936,325,1853,2302,349,118,1010,2410,2717,1949,118,2885,848,274,2111,1006,2175,1920,2344,1350,610,2111,2371,2618,274,3120,3117,2241,2302,748,748
858,2302,1949,325,1010,936,3173,118,1853,2885,615,2177,2371,2175,274,3391,325,3173,3482,848,894,274,421,349,2885,2410,936,3482,118,2371,2175,2111,2398,1006,2717,1853,420,1920,1560,1010,848
859,2302,1010,2177,1949,2885,1853,118,615,3173,3482,1949,325,936,3173,3482,349,274,936,349,2371,325,274,2410,3117,3391,2175,2175,2717,2618,118,1920,2344,503,2410,1853,1374,2111,2111,2371,894
860,777,1949,936,3173,118,3482,615,1010,349,615,1010,1853,3173,181,1853,349,3482,421,2177,2654,325,936,503,320,1949,118,181,3117,2410,325,1920,2175,3117,518,274,3180,1006,503,518,2257
861,2177,1949,349,615,1949,3173,2618,421,3482,3482,2302,894,118,420,289,181,936,503,3173,2175,615,1010,2257,3117,3180,1853,1447,3180,748,936,1920,325,325,349,421,320,420,213,3391,627
862,2177,2177,2885,349,2302,3482,503,2344,936,3448,3120,2302,1768,936,615,1853,2111,2717,349,289,2410,2695,274,615,3514,118,894,3187,2715,2371,3391,2410,118,2618,3482,894,1006,67,1920,2816
863,2177,1010,2410,615,1949,1830,349,1006,936,1121,118,2056,3391,118,2618,1362,2302,181,1920,1563,274,2222,289,215,2885,1041,3482,54,1006,693,2836,1401,748,1374,2695,2886,777,3270,3514,178
864,1949,1949,615,1010,748,3173,503,1853,1853,2371,894,615,325,3296,3482,2800,1010,67,213,777,2175,2672,2885,2885,2302,610,118,2175,349,1592,420,1374,1447,1560,3173,1439,936,2410,3296,349
865,3173,2383,2885,2800,2371,3173,2383,181,1949,2258,181,970,2175,213,2800,353,1592,2175,1684,3051,274,1615,118,2371,2672,1758,1853,596,1010,2358,2302,2912,2111,737,3391,1845,848,2833,796,2885
866,1949,1949,2302,2371,3482,1010,2410,325,936,1853,1754,3173,2885,2885,118,2175,894,349,503,748,3296,213,2175,615,349,3296,2618,1006,615,894,2177,1374,3156,1592,325,1324,748,421,420,503
867,1010,1439,1006,1010,2885,1853,2177,2175,3182,894,2302,936,936,3498,894,682,3482,2314,848,421,1543,1151,201,3077,3206,3117,503,2216,3391,469,1798,2048,3120,615,2590,1288,2642,3506,1969,2051
868,1853,2177,274,936,3482,3482,3117,1010,848,2410,2715,1853,2717,2175,1920,2111,1708,2371,460,615,1010,349,777,2578,2111,682,2344,2241,615,1920,971,1708,14,118,641,3117,2672,2717,2578,894
869,420,3173,615,3061,118,936,3173,1684,886,518,2302,1853,2823,2211,2885,753,3391,420,2618,1701,503,2175,2836,1920,325,274,1350,1121,2717,309,3482,3366,137,615,737,325,2354,2968,894,2398
870,615,615,503,503,894,274,3482,894,421,2885,406,213,3066,371,2302,3066,2885,2445,2177,3124,3366,1853,936,848,420,596,274,2398,2839,2839,1447,2048,2398,420,2717,3069,3275,3156,3182,3152
871,2885,615,503,3117,274,274,2177,1853,894,2398,3044,3482,1920,1010,2410,894,3173,2654,3482,503,2302,3173,615,2175,2432,936,421,2717,3391,3066,2111,2111,936,2578,2175,320,2398,421,3514,420
872,2177,615,936,1853,1010,325,3482,1010,325,3482,615,3117,2410,936,1853,274,349,1560,2371,1949,682,1006,3173,2109,2302,503,274,627,2111,3173,118,2344,2885,118,14,894,1920,2371,503,682
873,2177,274,2302,118,118,3137,936,1010,349,1949,796,2717,2175,325,848,848,2715,936,3482,3482,2111,3501,3391,2371,3330,1006,274,1754,2410,2261,2618,3296,2257,2257,826,1350,1010,957,1853,1400
874,2177,2177,2302,2175,3391,2432,2885,3156,3482,320,274,2410,2410,615,615,2717,2175,2344,2715,3066,3120,420,2642,894,936,1768,118,2885,2398,421,349,3120,1768,1549,503,1350,3514,3482,3187,2398
875,118,1010,936,3173,2177,325,2302,936,2885,615,1010,1853,325,118,349,1949,274,2885,2410,3482,1853,1006,2618,1920,3173,894,3482,2302,3391,3120,1949,2177,2175,2175,1006,274,748,682,2257,421
876,936,615,2177,1949,3482,3482,118,936,1853,1010,325,1853,1010,349,274,325,615,118,2410,2111,349,3117,3173,3173,2885,2344,1920,274,1949,2717,3117,2885,2302,503,2111,848,2241,2175,2175,2302
877,2111,325,615,1853,2371,1010,3482,3482,1853,349,936,2371,1949,615,2717,2302,1010,936,325,274,2175,1949,2302,2410,610,2717,349,2111,2344,320,848,2344,320,1006,2695,2885,118,2177,2314,118
878,1853,67,1010,3173,936,1853,682,796,1374,2717,872,2302,777,1120,796,1010,107,2885,3482,2371,349,2175,1350,2094,2177,826,1024,3391,2410,777,1925,3120,2816,848,1268,1745,862,243,971,1402
879,2371,1010,1853,1853,1010,2398,615,3495,2398,3173,3117,2371,848,1288,2175,3492,3482,2187,118,3191,682,2715,1377,593,1118,1560,2109,274,1684,2343,936,2668,349,2302,2816,1745,2590,3069,3091,39
880,2177,1010,349,936,936,301,325,2885,2302,3206,118,1853,274,2371,971,517,2410,796,3498,3068,3482,2410,777,2717,2717,2413,615,2672,894,274,2175,325,3330,2816,1321,1830,2642,1560,1920,2484
881,3391,3482,2885,201,349,3498,1949,349,936,1447,2177,1321,2302,2642,2618,3546,3120,936,2371,118,3400,3137,3275,821,2410,2371,3482,325,1006,1949,2175,2197,1845,1377,386,1452,3498,2528,615,2149
882,1949,1949,2175,1010,2885,615,3296,1853,1010,213,748,3173,503,349,2371,503,213,2222,894,1374,1920,1006,936,894,1616,2489,1853,2654,2410,2432,3391,1401,2618,2371,3330,3156,420,118,349,1768
883,1853,325,325,1010,2177,2410,2302,349,2410,3482,1010,936,1006,3296,936,2177,118,2302,349,2111,1463,274,274,2654,682,2257,1949,796,2371,2885,796,1853,862,2836,3514,971,748,1006,2498,748
884,118,1949,894,894,3482,615,615,3173,1949,193,503,891,325,503,748,748,2302,1010,349,2426,848,563,3180,2998,2177,3275,611,213,421,2654,3487,596,2717,1226,936,2905,897,2777,420,421
885,3117,1949,1337,2717,2111,325,936,936,3482,3482,3180,3117,627,1010,615,2344,2715,349,1949,933,349,627,2344,2111,2717,3448,992,2097,325,118,610,615,714,3120,848,3180,2726,610,2654,2778
886,2177,615,2885,2302,1853,2885,2302,274,1010,2410,936,325,3482,936,3391,3482,349,2177,325,2111,3120,3120,2410,2371,118,3391,2175,2717,2111,1949,2618,118,682,349,1949,1010,503,1853,274,1350
887,615,615,2177,936,3482,503,936,3482,503,1853,894,2398,2717,1350,274,325,2111,118,2410,3117,971,2177,2642,971,682,1560,349,474,2175,3066,1920,627,213,698,3187,2302,2432,349,421,1006
888,1949,1949,2885,349,2618,2177,349,2618,3391,3482,2302,2302,3173,936,936,289,2177,2111,3482,325,289,2257,2371,3180,301,118,67,3391,2642,748,3201,615,3163,1920,118,2410,2175,848,274,1010
889,1949,67,615,349,2885,2344,1341,1949,3120,3482,2371,610,1010,2383,748,3173,325,2705,1853,3330,2314,641,2717,633,2302,1297,3448,1853,1651,3046,2695,1035,936,489,3482,2695,3508,3528,2398,3448
890,894,1949,1949,615,748,2810,3482,728,2302,3144,615,394,503,2344,349,1853,2885,1947,325,773,936,3046,3391,2552,2175,410,2717,633,213,2078,2695,610,2618,1563,2410,1010,848,2222,118,215
891,2177,1949,1853,1853,1010,1010,3482,3482,796,118,349,349,118,3173,641,325,3046,2175,2344,2302,682,2371,748,610,2410,936,1035,2885,2717,67,2816,2410,2885,2344,2302,2111,936,848,2618,2177
892,1949,1949,615,1010,349,1853,748,3173,2175,3296,3482,2371,2302,2175,894,615,118,1374,325,349,2885,610,3391,2654,936,67,2618,1401,1853,421,2695,1377,2371,1560,1447,325,2111,3330,848,596
893,1949,1949,349,615,936,748,1853,2717,1010,3069,2885,2088,67,2387,3482,1601,118,1853,2371,2398,2175,894,3330,2109,2302,3482,848,2314,1035,3120,2177,1651,3448,3117,615,2261,3391,2654,274,3299
894,936,1949,1949,349,3482,1010,349,3482,325,1853,2177,615,3173,2618,777,2302,2885,325,1010,3173,213,2257,2618,118,118,3180,2410,3391,1853,936,503,848,2111,2175,1920,2885,1006,289,615,181
895,615,1949,3482,3117,1949,615,320,3482,894,3180,2717,627,325,992,3180,2717,420,2302,3117,748,503,1895,349,981,936,2695,1447,1419,748,1853,1337,3120,2095,481,3120,3448,118,325,421,936
896,2371,2371,1010,1853,1853,1010,3482,2175,349,2398,2177,1592,2111,274,2302,3482,2410,2885,3391,1377,118,1118,2885,2111,274,118,936,3173,1949,1684,325,67,2175,848,1035,682,2618,2344,848,3091
897,3482,1010,1853,1853,936,2111,2177,325,325,118,615,3482,2344,1949,118,349,349,2717,1010,2715,2717,274,2302,2410,2410,936,274,2344,1920,615,2241,848,1006,2654,2715,2371,3117,610,2111,1374
